2024-11-27 03:06:47 - FewShotSeg - INFO - Epoch: 0
2024-11-27 03:06:47 - FewShotSeg - INFO - Epoch: 0, Iteration: 0, Training Loss: 0.6408, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:34 - FewShotSeg - INFO - Epoch: 0, Iteration: 174, Training Loss: 0.0067, Mean IoU: 0.4906, Mean Accuracy: 0.9812
2024-11-27 03:07:35 - FewShotSeg - INFO - Epoch: 0, Iteration: 175, Training Loss: 0.0064, Mean IoU: 0.4807, Mean Accuracy: 0.9614
2024-11-27 03:07:35 - FewShotSeg - INFO - Epoch: 0, Iteration: 176, Training Loss: 0.0012, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:35 - FewShotSeg - INFO - Epoch: 0, Iteration: 177, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:35 - FewShotSeg - INFO - Epoch: 0, Iteration: 178, Training Loss: 0.0017, Mean IoU: 0.4956, Mean Accuracy: 0.9912
2024-11-27 03:07:36 - FewShotSeg - INFO - Epoch: 0, Iteration: 179, Training Loss: 0.0007, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:36 - FewShotSeg - INFO - Epoch: 0, Iteration: 180, Training Loss: 0.0037, Mean IoU: 0.4967, Mean Accuracy: 0.9934
2024-11-27 03:07:36 - FewShotSeg - INFO - Epoch: 0, Iteration: 181, Training Loss: 0.0069, Mean IoU: 0.4748, Mean Accuracy: 0.9496
2024-11-27 03:07:37 - FewShotSeg - INFO - Epoch: 0, Iteration: 182, Training Loss: 0.0123, Mean IoU: 0.4703, Mean Accuracy: 0.9407
2024-11-27 03:07:37 - FewShotSeg - INFO - Epoch: 0, Iteration: 183, Training Loss: 0.0058, Mean IoU: 0.4796, Mean Accuracy: 0.9592
2024-11-27 03:07:37 - FewShotSeg - INFO - Epoch: 0, Iteration: 184, Training Loss: 0.0043, Mean IoU: 0.4928, Mean Accuracy: 0.9856
2024-11-27 03:07:37 - FewShotSeg - INFO - Epoch: 0, Iteration: 185, Training Loss: 0.0011, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:38 - FewShotSeg - INFO - Epoch: 0, Iteration: 186, Training Loss: 0.0059, Mean IoU: 0.4937, Mean Accuracy: 0.9873
2024-11-27 03:07:38 - FewShotSeg - INFO - Epoch: 0, Iteration: 187, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:38 - FewShotSeg - INFO - Epoch: 0, Iteration: 188, Training Loss: 0.0031, Mean IoU: 0.4832, Mean Accuracy: 0.9665
2024-11-27 03:07:38 - FewShotSeg - INFO - Epoch: 0, Iteration: 189, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:39 - FewShotSeg - INFO - Epoch: 0, Iteration: 190, Training Loss: 0.0007, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:39 - FewShotSeg - INFO - Epoch: 0, Iteration: 191, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:39 - FewShotSeg - INFO - Epoch: 0, Iteration: 192, Training Loss: 0.0046, Mean IoU: 0.4886, Mean Accuracy: 0.9773
2024-11-27 03:07:40 - FewShotSeg - INFO - Epoch: 0, Iteration: 193, Training Loss: 0.0076, Mean IoU: 0.4890, Mean Accuracy: 0.9779
2024-11-27 03:07:40 - FewShotSeg - INFO - Epoch: 0, Iteration: 194, Training Loss: 0.0014, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:40 - FewShotSeg - INFO - Epoch: 0, Iteration: 195, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:40 - FewShotSeg - INFO - Epoch: 0, Iteration: 196, Training Loss: 0.0062, Mean IoU: 0.4906, Mean Accuracy: 0.9813
2024-11-27 03:07:41 - FewShotSeg - INFO - Epoch: 0, Iteration: 197, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:41 - FewShotSeg - INFO - Epoch: 0, Iteration: 198, Training Loss: 0.0010, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:41 - FewShotSeg - INFO - Epoch: 0, Iteration: 199, Training Loss: 0.0009, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:41 - FewShotSeg - INFO - Epoch: 0, Iteration: 200, Training Loss: 0.0048, Mean IoU: 0.4824, Mean Accuracy: 0.9648
2024-11-27 03:07:42 - FewShotSeg - INFO - Epoch: 0, Iteration: 201, Training Loss: 0.0051, Mean IoU: 0.4872, Mean Accuracy: 0.9743
2024-11-27 03:07:42 - FewShotSeg - INFO - Epoch: 0, Iteration: 202, Training Loss: 0.0012, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:42 - FewShotSeg - INFO - Epoch: 0, Iteration: 203, Training Loss: 0.0034, Mean IoU: 0.4823, Mean Accuracy: 0.9646
2024-11-27 03:07:43 - FewShotSeg - INFO - Epoch: 0, Iteration: 204, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:43 - FewShotSeg - INFO - Epoch: 0, Iteration: 205, Training Loss: 0.0028, Mean IoU: 0.4891, Mean Accuracy: 0.9782
2024-11-27 03:07:43 - FewShotSeg - INFO - Epoch: 0, Iteration: 206, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:43 - FewShotSeg - INFO - Epoch: 0, Iteration: 207, Training Loss: 0.0035, Mean IoU: 0.4872, Mean Accuracy: 0.9744
2024-11-27 03:07:44 - FewShotSeg - INFO - Epoch: 0, Iteration: 208, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:44 - FewShotSeg - INFO - Epoch: 0, Iteration: 209, Training Loss: 0.0065, Mean IoU: 0.4973, Mean Accuracy: 0.9946
2024-11-27 03:07:44 - FewShotSeg - INFO - Epoch: 0, Iteration: 210, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:44 - FewShotSeg - INFO - Epoch: 0, Iteration: 211, Training Loss: 0.0053, Mean IoU: 0.4846, Mean Accuracy: 0.9693
2024-11-27 03:07:45 - FewShotSeg - INFO - Epoch: 0, Iteration: 212, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:45 - FewShotSeg - INFO - Epoch: 0, Iteration: 213, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:45 - FewShotSeg - INFO - Epoch: 0, Iteration: 214, Training Loss: 0.0031, Mean IoU: 0.4974, Mean Accuracy: 0.9947
2024-11-27 03:07:46 - FewShotSeg - INFO - Epoch: 0, Iteration: 215, Training Loss: 0.0093, Mean IoU: 0.4828, Mean Accuracy: 0.9656
2024-11-27 03:07:46 - FewShotSeg - INFO - Epoch: 0, Iteration: 216, Training Loss: 0.0050, Mean IoU: 0.4719, Mean Accuracy: 0.9439
2024-11-27 03:07:46 - FewShotSeg - INFO - Epoch: 0, Iteration: 217, Training Loss: 0.0033, Mean IoU: 0.4950, Mean Accuracy: 0.9901
2024-11-27 03:07:46 - FewShotSeg - INFO - Epoch: 0, Iteration: 218, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:47 - FewShotSeg - INFO - Epoch: 0, Iteration: 219, Training Loss: 0.0048, Mean IoU: 0.4968, Mean Accuracy: 0.9937
2024-11-27 03:07:47 - FewShotSeg - INFO - Epoch: 0, Iteration: 220, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:47 - FewShotSeg - INFO - Epoch: 0, Iteration: 221, Training Loss: 0.0050, Mean IoU: 0.4876, Mean Accuracy: 0.9752
2024-11-27 03:07:47 - FewShotSeg - INFO - Epoch: 0, Iteration: 222, Training Loss: 0.0039, Mean IoU: 0.4929, Mean Accuracy: 0.9858
2024-11-27 03:07:48 - FewShotSeg - INFO - Epoch: 0, Iteration: 223, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:48 - FewShotSeg - INFO - Epoch: 0, Iteration: 224, Training Loss: 0.0023, Mean IoU: 0.4996, Mean Accuracy: 0.9993
2024-11-27 03:07:48 - FewShotSeg - INFO - Epoch: 0, Iteration: 225, Training Loss: 0.0018, Mean IoU: 0.4914, Mean Accuracy: 0.9828
2024-11-27 03:07:49 - FewShotSeg - INFO - Epoch: 0, Iteration: 226, Training Loss: 0.0111, Mean IoU: 0.4945, Mean Accuracy: 0.9890
2024-11-27 03:07:49 - FewShotSeg - INFO - Epoch: 0, Iteration: 227, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:49 - FewShotSeg - INFO - Epoch: 0, Iteration: 228, Training Loss: 0.0015, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:49 - FewShotSeg - INFO - Epoch: 0, Iteration: 229, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:50 - FewShotSeg - INFO - Epoch: 0, Iteration: 230, Training Loss: 0.0009, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:50 - FewShotSeg - INFO - Epoch: 0, Iteration: 231, Training Loss: 0.0085, Mean IoU: 0.4862, Mean Accuracy: 0.9723
2024-11-27 03:07:50 - FewShotSeg - INFO - Epoch: 0, Iteration: 232, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:50 - FewShotSeg - INFO - Epoch: 0, Iteration: 233, Training Loss: 0.0043, Mean IoU: 0.4868, Mean Accuracy: 0.9737
2024-11-27 03:07:51 - FewShotSeg - INFO - Epoch: 0, Iteration: 234, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:51 - FewShotSeg - INFO - Epoch: 0, Iteration: 235, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:51 - FewShotSeg - INFO - Epoch: 0, Iteration: 236, Training Loss: 0.0053, Mean IoU: 0.4889, Mean Accuracy: 0.9778
2024-11-27 03:07:52 - FewShotSeg - INFO - Epoch: 0, Iteration: 237, Training Loss: 0.0033, Mean IoU: 0.4908, Mean Accuracy: 0.9815
2024-11-27 03:07:52 - FewShotSeg - INFO - Epoch: 0, Iteration: 238, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:52 - FewShotSeg - INFO - Epoch: 0, Iteration: 239, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:52 - FewShotSeg - INFO - Epoch: 0, Iteration: 240, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:53 - FewShotSeg - INFO - Epoch: 0, Iteration: 241, Training Loss: 0.0020, Mean IoU: 0.4956, Mean Accuracy: 0.9911
2024-11-27 03:07:53 - FewShotSeg - INFO - Epoch: 0, Iteration: 242, Training Loss: 0.0044, Mean IoU: 0.4908, Mean Accuracy: 0.9815
2024-11-27 03:07:53 - FewShotSeg - INFO - Epoch: 0, Iteration: 243, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:53 - FewShotSeg - INFO - Epoch: 0, Iteration: 244, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:54 - FewShotSeg - INFO - Epoch: 0, Iteration: 245, Training Loss: 0.0103, Mean IoU: 0.4916, Mean Accuracy: 0.9832
2024-11-27 03:07:54 - FewShotSeg - INFO - Epoch: 0, Iteration: 246, Training Loss: 0.0029, Mean IoU: 0.4810, Mean Accuracy: 0.9620
2024-11-27 03:07:54 - FewShotSeg - INFO - Epoch: 0, Iteration: 247, Training Loss: 0.0091, Mean IoU: 0.4909, Mean Accuracy: 0.9818
2024-11-27 03:07:55 - FewShotSeg - INFO - Epoch: 0, Iteration: 248, Training Loss: 0.0042, Mean IoU: 0.4986, Mean Accuracy: 0.9972
2024-11-27 03:07:55 - FewShotSeg - INFO - Epoch: 0, Iteration: 249, Training Loss: 0.0080, Mean IoU: 0.4772, Mean Accuracy: 0.9544
2024-11-27 03:07:55 - FewShotSeg - INFO - Epoch: 0, Iteration: 250, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:55 - FewShotSeg - INFO - Epoch: 0, Iteration: 251, Training Loss: 0.0068, Mean IoU: 0.4975, Mean Accuracy: 0.9950
2024-11-27 03:07:56 - FewShotSeg - INFO - Epoch: 0, Iteration: 252, Training Loss: 0.0065, Mean IoU: 0.4845, Mean Accuracy: 0.9691
2024-11-27 03:07:56 - FewShotSeg - INFO - Epoch: 0, Iteration: 253, Training Loss: 0.0037, Mean IoU: 0.4812, Mean Accuracy: 0.9623
2024-11-27 03:07:56 - FewShotSeg - INFO - Epoch: 0, Iteration: 254, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:56 - FewShotSeg - INFO - Epoch: 0, Iteration: 255, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:57 - FewShotSeg - INFO - Epoch: 0, Iteration: 256, Training Loss: 0.0038, Mean IoU: 0.4928, Mean Accuracy: 0.9855
2024-11-27 03:07:57 - FewShotSeg - INFO - Epoch: 0, Iteration: 257, Training Loss: 0.0066, Mean IoU: 0.4897, Mean Accuracy: 0.9793
2024-11-27 03:07:57 - FewShotSeg - INFO - Epoch: 0, Iteration: 258, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:58 - FewShotSeg - INFO - Epoch: 0, Iteration: 259, Training Loss: 0.0028, Mean IoU: 0.4967, Mean Accuracy: 0.9934
2024-11-27 03:07:58 - FewShotSeg - INFO - Epoch: 0, Iteration: 260, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:58 - FewShotSeg - INFO - Epoch: 0, Iteration: 261, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:58 - FewShotSeg - INFO - Epoch: 0, Iteration: 262, Training Loss: 0.0043, Mean IoU: 0.4913, Mean Accuracy: 0.9825
2024-11-27 03:07:59 - FewShotSeg - INFO - Epoch: 0, Iteration: 263, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:59 - FewShotSeg - INFO - Epoch: 0, Iteration: 264, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:07:59 - FewShotSeg - INFO - Epoch: 0, Iteration: 265, Training Loss: 0.0123, Mean IoU: 0.4911, Mean Accuracy: 0.9821
2024-11-27 03:07:59 - FewShotSeg - INFO - Epoch: 0, Iteration: 266, Training Loss: 0.0027, Mean IoU: 0.4867, Mean Accuracy: 0.9734
2024-11-27 03:08:00 - FewShotSeg - INFO - Epoch: 0, Iteration: 267, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:00 - FewShotSeg - INFO - Epoch: 0, Iteration: 268, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:00 - FewShotSeg - INFO - Epoch: 0, Iteration: 269, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:01 - FewShotSeg - INFO - Epoch: 0, Iteration: 270, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:01 - FewShotSeg - INFO - Epoch: 0, Iteration: 271, Training Loss: 0.0038, Mean IoU: 0.4887, Mean Accuracy: 0.9773
2024-11-27 03:08:01 - FewShotSeg - INFO - Epoch: 0, Iteration: 272, Training Loss: 0.0036, Mean IoU: 0.4928, Mean Accuracy: 0.9855
2024-11-27 03:08:01 - FewShotSeg - INFO - Epoch: 0, Iteration: 273, Training Loss: 0.0007, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:02 - FewShotSeg - INFO - Epoch: 0, Iteration: 274, Training Loss: 0.0006, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:02 - FewShotSeg - INFO - Epoch: 0, Iteration: 275, Training Loss: 0.0022, Mean IoU: 0.4963, Mean Accuracy: 0.9926
2024-11-27 03:08:02 - FewShotSeg - INFO - Epoch: 0, Iteration: 276, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:02 - FewShotSeg - INFO - Epoch: 0, Iteration: 277, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:03 - FewShotSeg - INFO - Epoch: 0, Iteration: 278, Training Loss: 0.0008, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:03 - FewShotSeg - INFO - Epoch: 0, Iteration: 279, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:03 - FewShotSeg - INFO - Epoch: 0, Iteration: 280, Training Loss: 0.0032, Mean IoU: 0.4931, Mean Accuracy: 0.9862
2024-11-27 03:08:04 - FewShotSeg - INFO - Epoch: 0, Iteration: 281, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:04 - FewShotSeg - INFO - Epoch: 0, Iteration: 282, Training Loss: 0.0040, Mean IoU: 0.4989, Mean Accuracy: 0.9978
2024-11-27 03:08:04 - FewShotSeg - INFO - Epoch: 0, Iteration: 283, Training Loss: 0.0035, Mean IoU: 0.4951, Mean Accuracy: 0.9903
2024-11-27 03:08:04 - FewShotSeg - INFO - Epoch: 0, Iteration: 284, Training Loss: 0.0009, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 285, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 286, Training Loss: 0.0034, Mean IoU: 0.4967, Mean Accuracy: 0.9933
2024-11-27 03:08:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 287, Training Loss: 0.0046, Mean IoU: 0.4880, Mean Accuracy: 0.9759
2024-11-27 03:08:05 - FewShotSeg - INFO - Epoch: 0, Iteration: 288, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 289, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 290, Training Loss: 0.0015, Mean IoU: 0.4989, Mean Accuracy: 0.9978
2024-11-27 03:08:06 - FewShotSeg - INFO - Epoch: 0, Iteration: 291, Training Loss: 0.0034, Mean IoU: 0.4905, Mean Accuracy: 0.9810
2024-11-27 03:08:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 292, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 293, Training Loss: 0.0046, Mean IoU: 0.4904, Mean Accuracy: 0.9807
2024-11-27 03:08:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 294, Training Loss: 0.0097, Mean IoU: 0.4908, Mean Accuracy: 0.9816
2024-11-27 03:08:07 - FewShotSeg - INFO - Epoch: 0, Iteration: 295, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 296, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 297, Training Loss: 0.0050, Mean IoU: 0.4965, Mean Accuracy: 0.9931
2024-11-27 03:08:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 298, Training Loss: 0.0019, Mean IoU: 0.4934, Mean Accuracy: 0.9867
2024-11-27 03:08:08 - FewShotSeg - INFO - Epoch: 0, Iteration: 299, Training Loss: 0.0076, Mean IoU: 0.4926, Mean Accuracy: 0.9852
2024-11-27 03:08:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 300, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 301, Training Loss: 0.0033, Mean IoU: 0.4869, Mean Accuracy: 0.9737
2024-11-27 03:08:09 - FewShotSeg - INFO - Epoch: 0, Iteration: 302, Training Loss: 0.0035, Mean IoU: 0.4902, Mean Accuracy: 0.9803
2024-11-27 03:08:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 303, Training Loss: 0.0042, Mean IoU: 0.4933, Mean Accuracy: 0.9866
2024-11-27 03:08:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 304, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 305, Training Loss: 0.0038, Mean IoU: 0.4926, Mean Accuracy: 0.9851
2024-11-27 03:08:10 - FewShotSeg - INFO - Epoch: 0, Iteration: 306, Training Loss: 0.0036, Mean IoU: 0.4891, Mean Accuracy: 0.9783
2024-11-27 03:08:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 307, Training Loss: 0.0007, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 308, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 309, Training Loss: 0.0063, Mean IoU: 0.4925, Mean Accuracy: 0.9851
2024-11-27 03:08:11 - FewShotSeg - INFO - Epoch: 0, Iteration: 310, Training Loss: 0.0037, Mean IoU: 0.4967, Mean Accuracy: 0.9934
2024-11-27 03:08:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 311, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 312, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:12 - FewShotSeg - INFO - Epoch: 0, Iteration: 313, Training Loss: 0.0045, Mean IoU: 0.4935, Mean Accuracy: 0.9869
2024-11-27 03:08:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 314, Training Loss: 0.0054, Mean IoU: 0.4946, Mean Accuracy: 0.9892
2024-11-27 03:08:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 315, Training Loss: 0.0047, Mean IoU: 0.4955, Mean Accuracy: 0.9910
2024-11-27 03:08:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 316, Training Loss: 0.0063, Mean IoU: 0.4803, Mean Accuracy: 0.9606
2024-11-27 03:08:13 - FewShotSeg - INFO - Epoch: 0, Iteration: 317, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:14 - FewShotSeg - INFO - Epoch: 0, Iteration: 318, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:14 - FewShotSeg - INFO - Epoch: 0, Iteration: 319, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:14 - FewShotSeg - INFO - Epoch: 0, Iteration: 320, Training Loss: 0.0023, Mean IoU: 0.4901, Mean Accuracy: 0.9803
2024-11-27 03:08:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 321, Training Loss: 0.0040, Mean IoU: 0.4830, Mean Accuracy: 0.9661
2024-11-27 03:08:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 322, Training Loss: 0.0057, Mean IoU: 0.4960, Mean Accuracy: 0.9920
2024-11-27 03:08:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 323, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:15 - FewShotSeg - INFO - Epoch: 0, Iteration: 324, Training Loss: 0.0090, Mean IoU: 0.4888, Mean Accuracy: 0.9776
2024-11-27 03:08:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 325, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 326, Training Loss: 0.0005, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 327, Training Loss: 0.0030, Mean IoU: 0.4874, Mean Accuracy: 0.9749
2024-11-27 03:08:16 - FewShotSeg - INFO - Epoch: 0, Iteration: 328, Training Loss: 0.0043, Mean IoU: 0.4970, Mean Accuracy: 0.9939
2024-11-27 03:08:17 - FewShotSeg - INFO - Epoch: 0, Iteration: 329, Training Loss: 0.0030, Mean IoU: 0.4805, Mean Accuracy: 0.9609
2024-11-27 03:08:17 - FewShotSeg - INFO - Epoch: 0, Iteration: 330, Training Loss: 0.0019, Mean IoU: 0.4990, Mean Accuracy: 0.9980
2024-11-27 03:08:17 - FewShotSeg - INFO - Epoch: 0, Iteration: 331, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 332, Training Loss: 0.0067, Mean IoU: 0.4964, Mean Accuracy: 0.9928
2024-11-27 03:08:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 333, Training Loss: 0.0070, Mean IoU: 0.4956, Mean Accuracy: 0.9912
2024-11-27 03:08:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 334, Training Loss: 0.0004, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:18 - FewShotSeg - INFO - Epoch: 0, Iteration: 335, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 336, Training Loss: 0.0056, Mean IoU: 0.4943, Mean Accuracy: 0.9885
2024-11-27 03:08:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 337, Training Loss: 0.0033, Mean IoU: 0.4979, Mean Accuracy: 0.9958
2024-11-27 03:08:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 338, Training Loss: 0.0028, Mean IoU: 0.4974, Mean Accuracy: 0.9947
2024-11-27 03:08:19 - FewShotSeg - INFO - Epoch: 0, Iteration: 339, Training Loss: 0.0071, Mean IoU: 0.4928, Mean Accuracy: 0.9857
2024-11-27 03:08:20 - FewShotSeg - INFO - Epoch: 0, Iteration: 340, Training Loss: 0.0047, Mean IoU: 0.4881, Mean Accuracy: 0.9762
2024-11-27 03:08:20 - FewShotSeg - INFO - Epoch: 0, Iteration: 341, Training Loss: 0.0019, Mean IoU: 0.4989, Mean Accuracy: 0.9978
2024-11-27 03:08:20 - FewShotSeg - INFO - Epoch: 0, Iteration: 342, Training Loss: 0.0025, Mean IoU: 0.4790, Mean Accuracy: 0.9581
2024-11-27 03:08:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 343, Training Loss: 0.0045, Mean IoU: 0.4939, Mean Accuracy: 0.9878
2024-11-27 03:08:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 344, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 345, Training Loss: 0.0002, Mean IoU: nan, Mean Accuracy: nan
2024-11-27 03:08:21 - FewShotSeg - INFO - Epoch: 0, Iteration: 346, Training Loss: 0.0049, Mean IoU: 0.4965, Mean Accuracy: 0.9930
2024-11-27 03:08:22 - FewShotSeg - INFO - Epoch: 0, Iteration: 347, Training Loss: 0.0037, Mean IoU: 0.4956, Mean Accuracy: 0.9911
2024-11-27 03:08:22 - FewShotSeg - INFO - Epoch: 0, Iteration: 348, Training Loss: 0.0003, Mean IoU: nan, Mean Accuracy: nan
